gene	category	row_splits
AT3G50100.TAIR10	validation	validation
AT3G50110.TAIR10	test	test
AT3G50120.TAIR10	train	train
AT3G50123.TAIR10	validation	validation
AT3G50130.TAIR10	train	train
AT3G50140.TAIR10	train	train
AT3G50150.TAIR10	test	test
AT3G50160.TAIR10	train	train
AT3G50170.TAIR10	train	train,validation
AT3G50180.TAIR10	train	train
AT3G50190.TAIR10	train	train
AT3G50200.TAIR10	validation	validation
AT3G50210.TAIR10	train	train
AT3G50220.TAIR10	validation	validation
AT3G50230.TAIR10	train	train
AT3G50240.TAIR10	train	train
AT3G50250.TAIR10	test	test
AT3G50260.TAIR10	test	test
AT3G50270.TAIR10	train	train
AT3G50280.TAIR10	train	train
AT3G50290.TAIR10	train	train
AT3G50300.TAIR10	train	train
AT3G50310.TAIR10	train	train
AT3G50320.TAIR10	train	train
AT3G50330.TAIR10	train	train
AT3G50337.TAIR10	train	train
AT3G50340.TAIR10	validation	validation
AT3G50350.TAIR10	train	train
AT3G50360.TAIR10	train	train
AT3G50370.TAIR10	train	train
AT3G50373.TAIR10	train	train
AT3G50380.TAIR10	test	test
AT3G50390.TAIR10	train	train
AT3G50400.TAIR10	test	test
AT3G50410.TAIR10	train	train
AT3G50420.TAIR10	train	train
AT3G50430.TAIR10	train	train
AT3G50440.TAIR10	train	train
AT3G50450.TAIR10	train	train
AT3G50460.TAIR10	train	train
AT3G50470.TAIR10	train	train
AT3G50480.TAIR10	train	train
AT3G50500.TAIR10	train	train,validation
AT3G50510.TAIR10	train	train
AT3G50520.TAIR10	train	train
AT3G50530.TAIR10	train	test,train
AT3G50540.TAIR10	train	train
AT3G50550.TAIR10	train	train
AT3G50560.TAIR10	train	train
AT3G50570.TAIR10	train	train
AT3G50580.TAIR10	train	train
AT3G50590.TAIR10	validation	validation
AT3G50610.TAIR10	validation	validation
AT3G50620.TAIR10	train	train
AT3G50630.TAIR10	train	train
AT3G50640.TAIR10	test	test
AT3G50650.TAIR10	train	train
AT3G50651.TAIR10	train	train
AT3G50660.TAIR10	test	test
AT3G50670.TAIR10	train	train
AT3G50674.TAIR10	train	train
AT3G50682.TAIR10	train	train
AT3G50685.TAIR10	test	test
AT3G50690.TAIR10	test	test
AT3G50695.TAIR10	train	train
AT3G50700.TAIR10	test	test
AT3G50710.TAIR10	train	train
AT3G50720.TAIR10	test	test
AT3G50730.TAIR10	train	train
AT3G50740.TAIR10	train	train
AT3G50750.TAIR10	train	train
AT3G50751.TAIR10	train	train
AT3G50760.TAIR10	train	train
AT3G50764.TAIR10	train	train
AT3G50770.TAIR10	train	train
AT3G50780.TAIR10	train	train
AT3G50790.TAIR10	test	test
AT3G50800.TAIR10	train	train
AT3G50808.TAIR10	train	train
AT3G50810.TAIR10	train	train
AT3G50820.TAIR10	test	test
AT3G50830.TAIR10	train	train
AT3G50840.TAIR10	train	train
AT3G50845.TAIR10	test	test
AT3G50850.TAIR10	train	train
AT3G50860.TAIR10	train	train
AT3G50870.TAIR10	train	train
AT3G50880.TAIR10	test	test
AT3G50890.TAIR10	train	train
AT3G50900.TAIR10	train	train
AT3G50910.TAIR10	train	train
AT3G50920.TAIR10	train	test,train
AT3G50925.TAIR10	train	train
AT3G50930.TAIR10	train	train
AT3G50940.TAIR10	train	train
AT3G50950.TAIR10	train	train,validation
AT3G50960.TAIR10	train	train
AT3G50970.TAIR10	train	train
AT3G50980.TAIR10	train	train
AT3G50990.TAIR10	train	train
AT3G51000.TAIR10	test	test
AT3G51010.TAIR10	train	train
AT3G51020.TAIR10	train	train
AT3G51030.TAIR10	train	train
AT3G51040.TAIR10	train	train
AT3G51050.TAIR10	train	train
AT3G51057.TAIR10	validation	validation
AT3G51060.TAIR10	test	test
AT3G51070.TAIR10	train	train
AT3G51080.TAIR10	train	train
AT3G51090.TAIR10	train	train
AT3G51100.TAIR10	train	train,validation
AT3G51110.TAIR10	train	train
AT3G51120.TAIR10	train	train
AT3G51130.TAIR10	validation	validation
AT3G51140.TAIR10	train	train
AT3G51150.TAIR10	train	test,train
AT3G51160.TAIR10	train	train
AT3G51171.TAIR10	train	train
AT3G51180.TAIR10	train	train
AT3G51190.TAIR10	validation	validation
AT3G51200.TAIR10	test	test
AT3G51210.TAIR10	train	train
AT3G51220.TAIR10	train	train
AT3G51230.TAIR10	train	train
AT3G51240.TAIR10	train	test,train
AT3G51250.TAIR10	train	train
AT3G51260.TAIR10	validation	test,validation
AT3G51270.TAIR10	train	train
AT3G51280.TAIR10	train	train
AT3G51290.TAIR10	train	train
AT3G51300.TAIR10	train	train
AT3G51310.TAIR10	train	train
AT3G51320.TAIR10	train	train
AT3G51325.TAIR10	train	train
AT3G51330.TAIR10	test	test
AT3G51340.TAIR10	train	train
AT3G51350.TAIR10	validation	validation
AT3G51360.TAIR10	test	test
AT3G51370.TAIR10	train	train
AT3G51380.TAIR10	test	test
AT3G51390.TAIR10	train	train
AT3G51400.TAIR10	train	train
AT3G51410.TAIR10	validation	validation
AT3G51420.TAIR10	train	train
AT3G51430.TAIR10	train	train
AT3G51440.TAIR10	train	train
AT3G51450.TAIR10	train	train
AT3G51460.TAIR10	train	train
AT3G51470.TAIR10	train	train
AT3G51480.TAIR10	test	test
AT3G51490.TAIR10	train	train
AT3G51500.TAIR10	train	train
AT3G51510.TAIR10	train	train
AT3G51520.TAIR10	train	train
AT3G51530.TAIR10	train	train
AT3G51540.TAIR10	train	train
AT3G51550.TAIR10	test	test
AT3G51560.TAIR10	validation	validation
AT3G51570.TAIR10	validation	validation
AT3G51580.TAIR10	train	train
AT3G51590.TAIR10	validation	validation
AT3G51600.TAIR10	train	train
AT3G51610.TAIR10	train	train
AT3G51620.TAIR10	train	test,train
AT3G51630.TAIR10	train	train
AT3G51632.TAIR10	train	train
AT3G51636.TAIR10	train	train
AT3G51640.TAIR10	train	test,train
AT3G51642.TAIR10	train	train
AT3G51644.TAIR10	train	train
AT3G51650.TAIR10	train	train
AT3G51660.TAIR10	train	train
AT3G51670.TAIR10	train	train
AT3G51680.TAIR10	train	train
AT3G51690.TAIR10	train	train
AT3G51700.TAIR10	train	train
AT3G51710.TAIR10	train	train
AT3G51720.TAIR10	train	train
AT3G51730.TAIR10	train	train
AT3G51740.TAIR10	train	train
AT3G51750.TAIR10	train	train,validation
AT3G51760.TAIR10	train	test,train
AT3G51770.TAIR10	train	train,validation
AT3G51780.TAIR10	train	train
AT3G51790.TAIR10	train	train
AT3G51800.TAIR10	train	train,validation
AT3G51810.TAIR10	validation	validation
AT3G51820.TAIR10	test	test
AT3G51830.TAIR10	train	test,train
AT3G51840.TAIR10	train	train
AT3G51850.TAIR10	train	train
AT3G51860.TAIR10	train	train
AT3G51870.TAIR10	train	train
AT3G51880.TAIR10	train	test,train
AT3G51890.TAIR10	train	train
AT3G51895.TAIR10	train	train
AT3G51910.TAIR10	test	test
AT3G51915.TAIR10	train	train
AT3G51920.TAIR10	test	test
AT3G51930.TAIR10	train	train
AT3G51940.TAIR10	validation	validation
AT3G51950.TAIR10	train	train,validation
AT3G51960.TAIR10	train	train
AT3G51970.TAIR10	train	train
AT3G51980.TAIR10	test	test
AT3G51990.TAIR10	train	train
AT3G52000.TAIR10	train	train
AT3G52010.TAIR10	train	train
AT3G52020.TAIR10	train	train
AT3G52030.TAIR10	train	train
AT3G52040.TAIR10	train	train
AT3G52050.TAIR10	train	train
AT3G52060.TAIR10	train	train
AT3G52080.TAIR10	train	train
AT3G52090.TAIR10	train	train
AT3G52100.TAIR10	train	train
AT3G52105.TAIR10	train	train
AT3G52110.TAIR10	train	test,train
AT3G52115.TAIR10	train	train
AT3G52120.TAIR10	train	train
AT3G52130.TAIR10	train	train
AT3G52140.TAIR10	train	train
AT3G52150.TAIR10	train	train
AT3G52155.TAIR10	test	test
AT3G52160.TAIR10	train	train
AT3G52170.TAIR10	train	train
AT3G52180.TAIR10	train	train
AT3G52190.TAIR10	validation	validation
AT3G52200.TAIR10	train	test,train
AT3G52210.TAIR10	train	train
AT3G52220.TAIR10	validation	validation
AT3G52230.TAIR10	train	train
AT3G52240.TAIR10	train	train
AT3G52250.TAIR10	train	train
AT3G52260.TAIR10	train	train
AT3G52270.TAIR10	train	train
AT3G52280.TAIR10	train	train,validation
AT3G52290.TAIR10	validation	validation
AT3G52300.TAIR10	train	train
AT3G52302.TAIR10	train	train
AT3G52310.TAIR10	train	train
AT3G52320.TAIR10	train	train
AT3G52330.TAIR10	train	train
AT3G52340.TAIR10	train	train,validation
AT3G52350.TAIR10	train	train
AT3G52360.TAIR10	train	train
AT3G52370.TAIR10	train	train
AT3G52380.TAIR10	train	train
AT3G52390.TAIR10	train	train
AT3G52400.TAIR10	test	test
AT3G52420.TAIR10	test	test
AT3G52430.TAIR10	train	train
AT3G52440.TAIR10	train	train
AT3G52450.TAIR10	validation	validation
AT3G52460.TAIR10	train	train
AT3G52470.TAIR10	test	test
AT3G52480.TAIR10	train	train
AT3G52490.TAIR10	validation	validation
AT3G52500.TAIR10	train	train
AT3G52510.TAIR10	train	train
AT3G52520.TAIR10	train	train
AT3G52525.TAIR10	train	train
AT3G52530.TAIR10	train	train
AT3G52540.TAIR10	train	train
AT3G52550.TAIR10	train	train
AT3G52560.TAIR10	train	test,train
AT3G52561.TAIR10	train	train
AT3G52570.TAIR10	train	train
AT3G52580.TAIR10	validation	validation
AT3G52590.TAIR10	test	test
AT3G52600.TAIR10	train	test,train
AT3G52610.TAIR10	train	train
AT3G52620.TAIR10	test	test
AT3G52630.TAIR10	train	test,train
AT3G52640.TAIR10	train	train
AT3G52660.TAIR10	train	train
AT3G52670.TAIR10	train	train
AT3G52680.TAIR10	train	train
AT3G52690.TAIR10	validation	validation
AT3G52700.TAIR10	train	test,train
AT3G52710.TAIR10	train	train
AT3G52720.TAIR10	train	train
AT3G52730.TAIR10	train	train
AT3G52740.TAIR10	train	train
AT3G52750.TAIR10	train	train
AT3G52760.TAIR10	train	train
AT3G52770.TAIR10	train	train
AT3G52780.TAIR10	train	train
AT3G52790.TAIR10	train	train
AT3G52800.TAIR10	test	test
AT3G52810.TAIR10	validation	validation
AT3G52820.TAIR10	train	train
AT3G52830.TAIR10	train	train
AT3G52840.TAIR10	validation	validation
AT3G52850.TAIR10	test	test
AT3G52860.TAIR10	train	train
AT3G52870.TAIR10	train	train
AT3G52880.TAIR10	train	train,validation
AT3G52890.TAIR10	train	train,validation
AT3G52900.TAIR10	train	train
AT3G52905.TAIR10	train	train
AT3G52910.TAIR10	test	test
AT3G52920.TAIR10	train	train
AT3G52930.TAIR10	train	train
AT3G52940.TAIR10	train	train
AT3G52941.TAIR10	train	train
AT3G52950.TAIR10	train	test,train
AT3G52960.TAIR10	train	train
AT3G52970.TAIR10	train	train
AT3G52980.TAIR10	test	test
AT3G52990.TAIR10	train	test,train
AT3G53000.TAIR10	train	train
AT3G53010.TAIR10	train	train
AT3G53020.TAIR10	train	train
AT3G53030.TAIR10	train	train
AT3G53040.TAIR10	validation	validation
AT3G53050.TAIR10	test	test
AT3G53060.TAIR10	train	train
AT3G53065.TAIR10	train	train
AT3G53070.TAIR10	train	train
AT3G53075.TAIR10	train	train
AT3G53080.TAIR10	train	train
AT3G53090.TAIR10	train	test,train
AT3G53100.TAIR10	train	train
AT3G53110.TAIR10	test	test
AT3G53120.TAIR10	train	train
AT3G53130.TAIR10	test	test
AT3G53140.TAIR10	train	train
AT3G53150.TAIR10	train	train
AT3G53160.TAIR10	train	train
AT3G53170.TAIR10	train	train
AT3G53180.TAIR10	train	train
AT3G53190.TAIR10	train	train
AT3G53200.TAIR10	test	test
AT3G53210.TAIR10	test	test
AT3G53220.TAIR10	train	train
AT3G53230.TAIR10	train	train
AT3G53232.TAIR10	train	train
AT3G53235.TAIR10	train	train
AT3G53240.TAIR10	train	train
AT3G53250.TAIR10	train	train
AT3G53260.TAIR10	validation	validation
AT3G53270.TAIR10	train	train
AT3G53280.TAIR10	train	train
AT3G53290.TAIR10	validation	validation
AT3G53294.TAIR10	train	train
AT3G53300.TAIR10	train	train
AT3G53305.TAIR10	test	test
AT3G53310.TAIR10	train	train
AT3G53320.TAIR10	train	train
AT3G53330.TAIR10	train	train
AT3G53340.TAIR10	test	test
AT3G53342.TAIR10	train	train
AT3G53350.TAIR10	train	train
AT3G53360.TAIR10	validation	validation
AT3G53370.TAIR10	train	train
AT3G53380.TAIR10	validation	validation
AT3G53390.TAIR10	train	train
AT3G53400.TAIR10	train	train
AT3G53402.TAIR10	train	train
AT3G53410.TAIR10	train	train
AT3G53420.TAIR10	train	train
AT3G53430.TAIR10	test	test
AT3G53440.TAIR10	train	train
AT3G53450.TAIR10	test	test
AT3G53460.TAIR10	train	train,validation
AT3G53470.TAIR10	train	train
AT3G53480.TAIR10	train	train
AT3G53490.TAIR10	test	test
AT3G53500.TAIR10	train	train
AT3G53510.TAIR10	test	test
AT3G53520.TAIR10	train	test,train
AT3G53530.TAIR10	train	train
AT3G53540.TAIR10	train	train
AT3G53550.TAIR10	test	test
AT3G53560.TAIR10	train	train
AT3G53570.TAIR10	train	train
AT3G53580.TAIR10	test	test
AT3G53590.TAIR10	train	train
AT3G53600.TAIR10	train	train
AT3G53610.TAIR10	train	train
AT3G53611.TAIR10	validation	validation
AT3G53620.TAIR10	validation	validation
AT3G53630.TAIR10	test	test
AT3G53640.TAIR10	train	train
AT3G53650.TAIR10	train	train
AT3G53668.TAIR10	test	test
AT3G53670.TAIR10	train	train
AT3G53680.TAIR10	test	test
AT3G53690.TAIR10	validation	validation
AT3G53700.TAIR10	train	train
AT3G53710.TAIR10	train	train,validation
AT3G53720.TAIR10	train	train
AT3G53730.TAIR10	train	train
AT3G53740.TAIR10	train	train,validation
AT3G53750.TAIR10	train	train
AT3G53760.TAIR10	validation	validation
AT3G53770.TAIR10	train	train
AT3G53780.TAIR10	train	test,train
AT3G53790.TAIR10	test	test
AT3G53800.TAIR10	train	train
AT3G53810.TAIR10	train	train
AT3G53820.TAIR10	test	test
AT3G53830.TAIR10	train	train
AT3G53840.TAIR10	train	train
AT3G53850.TAIR10	train	train
AT3G53860.TAIR10	test	test
AT3G53870.TAIR10	train	train
AT3G53880.TAIR10	train	train
AT3G53890.TAIR10	train	train
AT3G53900.TAIR10	train	train
AT3G53910.TAIR10	train	train
AT3G53920.TAIR10	validation	validation
AT3G53930.TAIR10	train	train
AT3G53940.TAIR10	train	train
AT3G53950.TAIR10	train	train
AT3G53960.TAIR10	train	train
AT3G53970.TAIR10	train	train
AT3G53980.TAIR10	train	train
AT3G53990.TAIR10	train	train
AT3G54000.TAIR10	train	train
AT3G54010.TAIR10	train	train
AT3G54020.TAIR10	train	train
AT3G54030.TAIR10	train	train
AT3G54040.TAIR10	train	train
AT3G54050.TAIR10	validation	test,validation
AT3G54060.TAIR10	train	train
AT3G54070.TAIR10	train	train
AT3G54080.TAIR10	train	train
AT3G54085.TAIR10	train	train
AT3G54090.TAIR10	train	train
AT3G54100.TAIR10	test	test
AT3G54110.TAIR10	train	train
AT3G54120.TAIR10	train	train
AT3G54130.TAIR10	test	test
AT3G54140.TAIR10	train	train
AT3G54150.TAIR10	test	test
AT3G54160.TAIR10	train	train
AT3G54170.TAIR10	train	train
AT3G54180.TAIR10	train	train
AT3G54190.TAIR10	train	train
AT3G54200.TAIR10	train	train
AT3G54210.TAIR10	validation	validation
AT3G54220.TAIR10	train	train
AT3G54230.TAIR10	train	train
AT3G54240.TAIR10	train	train
AT3G54250.TAIR10	test	test
AT3G54260.TAIR10	train	train
AT3G54270.TAIR10	validation	validation
AT3G54280.TAIR10	train	train
AT3G54290.TAIR10	train	train
AT3G54300.TAIR10	train	test,train
AT3G54310.TAIR10	train	train
AT3G54320.TAIR10	train	train,validation
AT3G54340.TAIR10	train	train
AT3G54350.TAIR10	train	test,train
AT3G54360.TAIR10	train	train
AT3G54363.TAIR10	validation	validation
AT3G54380.TAIR10	train	test,train
AT3G54390.TAIR10	train	train
AT3G54400.TAIR10	train	train
AT3G54410.TAIR10	train	train
AT3G54420.TAIR10	train	train
AT3G54430.TAIR10	train	train
AT3G54440.TAIR10	train	train,validation
AT3G54450.TAIR10	test	test
AT3G54460.TAIR10	train	train
AT3G54470.TAIR10	train	train
AT3G54480.TAIR10	validation	test,validation
AT3G54490.TAIR10	test	test
AT3G54500.TAIR10	train	test,train
AT3G54510.TAIR10	validation	validation
AT3G54520.TAIR10	test	test
AT3G54530.TAIR10	train	train
AT3G54540.TAIR10	test	test
AT3G54550.TAIR10	train	train
AT3G54560.TAIR10	test	test
AT3G54570.TAIR10	train	train
AT3G54580.TAIR10	test	test
AT3G54590.TAIR10	train	train
AT3G54600.TAIR10	train	train
AT3G54610.TAIR10	train	train
AT3G54620.TAIR10	train	test,train
AT3G54630.TAIR10	test	test
AT3G54640.TAIR10	test	test
AT3G54650.TAIR10	validation	validation
AT3G54660.TAIR10	train	train
AT3G54670.TAIR10	train	train
AT3G54690.TAIR10	train	train
AT3G54700.TAIR10	validation	validation
AT3G54710.TAIR10	train	train
AT3G54720.TAIR10	train	train
AT3G54730.TAIR10	train	test,train
AT3G54740.TAIR10	train	train
AT3G54750.TAIR10	train	train
AT3G54760.TAIR10	train	train
AT3G54770.TAIR10	train	test,train
AT3G54780.TAIR10	train	train
AT3G54790.TAIR10	train	train
AT3G54800.TAIR10	train	train
AT3G54802.TAIR10	train	train
AT3G54804.TAIR10	train	train
AT3G54810.TAIR10	train	train
AT3G54820.TAIR10	train	train
AT3G54826.TAIR10	train	train
AT3G54830.TAIR10	train	train
AT3G54840.TAIR10	train	train
AT3G54850.TAIR10	train	train
AT3G54860.TAIR10	train	train,validation
AT3G54870.TAIR10	train	train
AT3G54880.TAIR10	train	train
AT3G54890.TAIR10	train	train,validation
AT3G54900.TAIR10	test	test
AT3G54910.TAIR10	train	train
AT3G54920.TAIR10	test	test
AT3G54925.TAIR10	train	train
AT3G54930.TAIR10	train	train
AT3G54940.TAIR10	train	train
AT3G54950.TAIR10	train	train
AT3G54960.TAIR10	train	train
AT3G54970.TAIR10	train	train,validation
AT3G54980.TAIR10	validation	validation
AT3G54990.TAIR10	train	train
AT3G55000.TAIR10	train	train
AT3G55005.TAIR10	test	test
AT3G55010.TAIR10	train	train,validation
AT3G55020.TAIR10	test	test
AT3G55030.TAIR10	train	train
AT3G55040.TAIR10	test	test
AT3G55050.TAIR10	train	train
AT3G55060.TAIR10	train	train
AT3G55070.TAIR10	train	test,train
AT3G55080.TAIR10	train	train
AT3G55090.TAIR10	train	train
AT3G55100.TAIR10	train	train
AT3G55110.TAIR10	train	train
AT3G55120.TAIR10	train	train
AT3G55130.TAIR10	train	train
AT3G55140.TAIR10	train	train
AT3G55150.TAIR10	train	train
AT3G55160.TAIR10	train	train
AT3G55170.TAIR10	train	train,validation
AT3G55180.TAIR10	validation	validation
AT3G55190.TAIR10	train	train
AT3G55200.TAIR10	train	train
AT3G55210.TAIR10	train	train
AT3G55220.TAIR10	train	train
AT3G55230.TAIR10	validation	validation
AT3G55240.TAIR10	train	train
AT3G55250.TAIR10	train	train
AT3G55252.TAIR10	train	train
AT3G55254.TAIR10	train	train
AT3G55260.TAIR10	train	train
AT3G55280.TAIR10	test	test
AT3G55290.TAIR10	train	train
AT3G55310.TAIR10	train	train
AT3G55320.TAIR10	train	train
AT3G55330.TAIR10	train	train
AT3G55340.TAIR10	train	train
AT3G55350.TAIR10	train	train
AT3G55360.TAIR10	train	train
AT3G55370.TAIR10	train	train
AT3G55380.TAIR10	test	test
AT3G55390.TAIR10	test	test
AT3G55400.TAIR10	train	train,validation
AT3G55410.TAIR10	train	train
AT3G55420.TAIR10	validation	validation
AT3G55430.TAIR10	test	test
AT3G55440.TAIR10	train	train
AT3G55450.TAIR10	train	train
AT3G55460.TAIR10	train	train
AT3G55470.TAIR10	train	train
AT3G55480.TAIR10	train	test,train
AT3G55490.TAIR10	train	train
AT3G55500.TAIR10	test	test
AT3G55510.TAIR10	train	train
AT3G55515.TAIR10	train	train
AT3G55520.TAIR10	train	train
AT3G55530.TAIR10	train	train
AT3G55540.TAIR10	train	train
AT3G55550.TAIR10	train	train
AT3G55560.TAIR10	test	test
AT3G55566.TAIR10	train	train
AT3G55570.TAIR10	train	train
AT3G55573.TAIR10	validation	validation
AT3G55580.TAIR10	train	train
AT3G55590.TAIR10	train	train
AT3G55600.TAIR10	validation	validation
AT3G55605.TAIR10	train	train
AT3G55610.TAIR10	train	train
AT3G55620.TAIR10	test	test
AT3G55630.TAIR10	train	train
AT3G55640.TAIR10	test	test
AT3G55646.TAIR10	train	train
AT3G55650.TAIR10	train	train
AT3G55660.TAIR10	train	train
AT3G55665.TAIR10	train	train
AT3G55670.TAIR10	train	train
AT3G55672.TAIR10	validation	validation
AT3G55677.TAIR10	train	train
AT3G55680.TAIR10	train	train
AT3G55690.TAIR10	test	test
AT3G55700.TAIR10	train	train
AT3G55710.TAIR10	train	train
AT3G55720.TAIR10	train	train
AT3G55730.TAIR10	train	train
AT3G55740.TAIR10	train	train
AT3G55750.TAIR10	validation	validation
AT3G55760.TAIR10	train	train
AT3G55770.TAIR10	train	train
AT3G55780.TAIR10	train	train
AT3G55790.TAIR10	train	train
AT3G55800.TAIR10	test	test
AT3G55810.TAIR10	validation	validation
AT3G55820.TAIR10	test	test
AT3G55830.TAIR10	train	train
AT3G55840.TAIR10	train	train
AT3G55850.TAIR10	train	train,validation
AT3G55860.TAIR10	train	train
AT3G55870.TAIR10	train	train
AT3G55880.TAIR10	train	train
AT3G55890.TAIR10	test	test
AT3G55900.TAIR10	test	test
AT3G55910.TAIR10	validation	validation
AT3G55920.TAIR10	train	train
AT3G55930.TAIR10	train	train
AT3G55940.TAIR10	train	train
AT3G55950.TAIR10	train	train
AT3G55960.TAIR10	train	train
AT3G55970.TAIR10	train	train
AT3G55980.TAIR10	train	train
AT3G55990.TAIR10	train	train
AT3G56000.TAIR10	train	train
AT3G56010.TAIR10	train	train
AT3G56020.TAIR10	train	train
AT3G56030.TAIR10	train	train
AT3G56040.TAIR10	train	train
AT3G56050.TAIR10	train	test,train
AT3G56060.TAIR10	train	train
AT3G56070.TAIR10	train	test,train
AT3G56080.TAIR10	train	train
AT3G56090.TAIR10	test	test
AT3G56100.TAIR10	test	test
AT3G56110.TAIR10	train	train
AT3G56120.TAIR10	train	train
AT3G56130.TAIR10	train	test,train
AT3G56140.TAIR10	train	train
AT3G56150.TAIR10	train	train,validation
AT3G56160.TAIR10	train	train
AT3G56170.TAIR10	train	train
AT3G56180.TAIR10	train	train
AT3G56190.TAIR10	train	test,train
AT3G56200.TAIR10	train	train
AT3G56210.TAIR10	train	train
AT3G56220.TAIR10	validation	validation
AT3G56230.TAIR10	train	train
AT3G56240.TAIR10	test	test
AT3G56250.TAIR10	train	train
AT3G56260.TAIR10	train	train
AT3G56270.TAIR10	train	train
AT3G56290.TAIR10	train	train
AT3G56300.TAIR10	train	train
AT3G56310.TAIR10	train	train,validation
AT3G56320.TAIR10	train	train
AT3G56330.TAIR10	validation	validation
AT3G56340.TAIR10	train	train
AT3G56350.TAIR10	train	train
AT3G56360.TAIR10	train	train
AT3G56370.TAIR10	test	test
AT3G56380.TAIR10	train	train
AT3G56390.TAIR10	validation	validation
AT3G56400.TAIR10	train	train
AT3G56410.TAIR10	train	train
AT3G56420.TAIR10	train	train
AT3G56430.TAIR10	train	train
AT3G56440.TAIR10	test	test
AT3G56450.TAIR10	train	train
AT3G56460.TAIR10	train	train
AT3G56470.TAIR10	train	train
AT3G56480.TAIR10	train	train
AT3G56490.TAIR10	train	train
AT3G56500.TAIR10	train	train
AT3G56510.TAIR10	train	train,validation
AT3G56520.TAIR10	train	train
AT3G56530.TAIR10	validation	validation
AT3G56540.TAIR10	train	train
AT3G56550.TAIR10	validation	validation
AT3G56560.TAIR10	train	train
AT3G56570.TAIR10	train	train
AT3G56580.TAIR10	train	train,validation
AT3G56590.TAIR10	train	train,validation
AT3G56600.TAIR10	train	train
AT3G56610.TAIR10	train	train
AT3G56620.TAIR10	train	train
AT3G56630.TAIR10	train	train
AT3G56640.TAIR10	train	train
AT3G56650.TAIR10	validation	validation
AT3G56660.TAIR10	test	test
AT3G56670.TAIR10	train	train
AT3G56680.TAIR10	test	test
AT3G56690.TAIR10	train	train
AT3G56700.TAIR10	train	train
AT3G56710.TAIR10	train	train
AT3G56720.TAIR10	train	train
AT3G56730.TAIR10	train	train,validation
AT3G56740.TAIR10	train	train
AT3G56750.TAIR10	train	train
AT3G56760.TAIR10	test	test
AT3G56770.TAIR10	test	test
AT3G56780.TAIR10	train	train
AT3G56790.TAIR10	train	train
AT3G56800.TAIR10	train	train
AT3G56810.TAIR10	train	train
AT3G56820.TAIR10	train	train
AT3G56830.TAIR10	validation	validation
AT3G56840.TAIR10	train	train
AT3G56850.TAIR10	train	train
AT3G56860.TAIR10	train	train
AT3G56870.TAIR10	train	train
AT3G56880.TAIR10	train	train
AT3G56890.TAIR10	train	train
AT3G56891.TAIR10	train	train
AT3G56900.TAIR10	train	train
AT3G56910.TAIR10	train	train
AT3G56920.TAIR10	train	train
AT3G56930.TAIR10	train	train
AT3G56940.TAIR10	train	train,validation
AT3G56950.TAIR10	train	train
AT3G56960.TAIR10	train	train
AT3G56970.TAIR10	test	test
AT3G56980.TAIR10	train	train
AT3G56990.TAIR10	validation	validation
AT3G57000.TAIR10	train	train
AT3G57010.TAIR10	train	train
AT3G57020.TAIR10	train	test,train
AT3G57030.TAIR10	train	train
AT3G57040.TAIR10	train	train
AT3G57050.TAIR10	train	train,validation
AT3G57060.TAIR10	train	train,validation
AT3G57062.TAIR10	train	train
AT3G57070.TAIR10	train	train
AT3G57072.TAIR10	train	train
AT3G57080.TAIR10	test	test
AT3G57090.TAIR10	train	train
AT3G57100.TAIR10	train	train
AT3G57110.TAIR10	train	train
AT3G57120.TAIR10	train	train
AT3G57130.TAIR10	train	test,train
AT3G57140.TAIR10	train	train
AT3G57150.TAIR10	train	train
AT3G57160.TAIR10	train	train
AT3G57170.TAIR10	test	test
AT3G57190.TAIR10	train	train
AT3G57200.TAIR10	test	test
AT3G57210.TAIR10	train	train
AT3G57220.TAIR10	train	train
AT3G57230.TAIR10	train	train,validation
AT3G57240.TAIR10	train	train
AT3G57250.TAIR10	train	train
AT3G57260.TAIR10	validation	validation
AT3G57270.TAIR10	train	train
AT3G57280.TAIR10	train	train
AT3G57290.TAIR10	train	train
AT3G57300.TAIR10	train	train,validation
AT3G57310.TAIR10	train	train
AT3G57320.TAIR10	train	train
AT3G57330.TAIR10	train	train
AT3G57340.TAIR10	train	train
AT3G57350.TAIR10	train	train
AT3G57360.TAIR10	train	train
AT3G57370.TAIR10	train	train
AT3G57380.TAIR10	test	test
AT3G57390.TAIR10	train	train
AT3G57400.TAIR10	test	test
AT3G57410.TAIR10	train	train
AT3G57420.TAIR10	test	test
AT3G57430.TAIR10	train	train
AT3G57440.TAIR10	train	train
AT3G57450.TAIR10	train	train
AT3G57460.TAIR10	test	test
AT3G57470.TAIR10	train	train,validation
AT3G57480.TAIR10	train	train
AT3G57490.TAIR10	test	test
AT3G57500.TAIR10	train	train
AT3G57510.TAIR10	test	test
AT3G57520.TAIR10	train	test,train
AT3G57530.TAIR10	train	train
AT3G57540.TAIR10	validation	validation
AT3G57550.TAIR10	train	train
AT3G57560.TAIR10	train	train
AT3G57570.TAIR10	train	train
AT3G57580.TAIR10	test	test
AT3G57590.TAIR10	train	train
AT3G57600.TAIR10	train	train
AT3G57610.TAIR10	train	train
AT3G57620.TAIR10	train	train
AT3G57630.TAIR10	train	train
AT3G57640.TAIR10	test	test
AT3G57650.TAIR10	train	train
AT3G57660.TAIR10	test	test
AT3G57670.TAIR10	train	train
AT3G57680.TAIR10	train	train
AT3G57690.TAIR10	train	train
