locus	category	additions	additions_matching_TAIR10_alt
AT3G03700	test	0	0
AT3G03710	train	0	0
AT3G03720	train	1	0
AT3G03726	train	0	0
AT3G03730	train	0	0
AT3G03740	validation	0	0
AT3G03750	train	0	0
AT3G03760	train	0	0
AT3G03770	train	0	0
AT3G03773	train	0	0
AT3G03776	train	0	0
AT3G03780	train	0	0
AT3G03790	train	0	0
AT3G03800	test	0	0
AT3G03810	train	0	0
AT3G03820	validation	0	0
AT3G03826	train	0	0
AT3G03828	train	0	0
AT3G03830	train	0	0
AT3G03840	train	0	0
AT3G03847	train	0	0
AT3G03850	train	0	0
AT3G03860	train	0	0
AT3G03870	train	0	0
AT3G03880	test	0	0
AT3G03890	train	0	0
AT3G03900	train	0	0
AT3G03910	train	0	0
AT3G03920	train	0	0
AT3G03930	train	0	0
AT3G03940	train	0	0
AT3G03950	train	0	0
AT3G03960	train	0	0
AT3G03970	train	0	0
AT3G03980	test	0	0
AT3G03990	train	0	0
AT3G04000	train	0	0
AT3G04010	train	0	0
AT3G04020	test	0	0
AT3G04030	train	0	0
AT3G04040	train	0	0
AT3G04050	train	0	0
AT3G04060	train	0	0
AT3G04070	train	0	0
AT3G04080	train	0	0
AT3G04090	validation	0	0
AT3G04100	train	0	0
AT3G04110	train	0	0
AT3G04120	train	0	0
AT3G04130	train	0	0
AT3G04140	test	0	0
AT3G04150	train	0	0
AT3G04160	train	0	0
AT3G04170	train	0	0
AT3G04180	train	0	0
AT3G04181	train	0	0
AT3G04184	train	0	0
AT3G04190	test	0	0
AT3G04200	train	0	0
AT3G04210	train	0	0
AT3G04220	train	0	0
AT3G04230	train	0	0
AT3G04240	validation	0	0
AT3G04250	train	0	0
AT3G04260	test	0	0
AT3G04270	train	0	0
AT3G04280	validation	1	0
AT3G04290	test	0	0
AT3G04300	train	0	0
AT3G04310	train	0	0
AT3G04320	test	0	0
AT3G04330	train	0	0
AT3G04340	test	0	0
AT3G04350	train	0	0
AT3G04360	validation	0	0
AT3G04370	train	0	0
AT3G04380	train	0	0
AT3G04390	train	0	0
AT3G04400	train	0	0
AT3G04410	test	0	0
AT3G04420	train	0	0
AT3G04430	train	0	0
AT3G04440	train	0	0
AT3G04450	train	0	0
AT3G04460	validation	0	0
AT3G04470	test	0	0
AT3G04480	train	0	0
AT3G04490	train	0	0
AT3G04500	train	0	0
AT3G04510	train	0	0
AT3G04520	train	0	0
AT3G04530	train	0	0
AT3G04540	train	0	0
AT3G04545	train	0	0
AT3G04550	test	0	0
AT3G04560	test	0	0
AT3G04570	train	0	0
AT3G04580	train	0	0
AT3G04590	train	1	0
AT3G04600	train	0	0
AT3G04610	train	0	0
AT3G04620	train	0	0
AT3G04630	train	0	0
AT3G04640	train	0	0
AT3G04650	train	0	0
AT3G04660	train	0	0
AT3G04670	train	0	0
AT3G04680	train	0	0
AT3G04690	train	0	0
AT3G04700	train	0	0
AT3G04710	train	0	0
AT3G04720	train	0	0
AT3G04721	train	0	0
AT3G04730	train	0	0
AT3G04732	train	0	0
AT3G04735	validation	0	0
AT3G04740	train	0	0
AT3G04750	train	0	0
AT3G04760	train	0	0
AT3G04770	train	0	0
AT3G04780	train	0	0
AT3G04790	train	0	0
AT3G04800	train	0	0
AT3G04810	train	0	0
AT3G04820	train	0	0
AT3G04830	train	0	0
AT3G04840	train	0	0
AT3G04850	validation	0	0
AT3G04854	test	0	0
AT3G04855	train	0	0
AT3G04860	train	0	0
AT3G04870	train	0	0
AT3G04880	train	0	0
AT3G04890	train	0	0
AT3G04900	train	0	0
AT3G04903	train	0	0
AT3G04910	train	1	0
AT3G04920	train	0	0
AT3G04930	validation	0	0
AT3G04940	train	0	0
AT3G04943	train	0	0
AT3G04945	train	0	0
AT3G04950	train	0	0
AT3G04960	train	1	0
AT3G04970	train	0	0
AT3G04980	train	0	0
AT3G04990	validation	0	0
AT3G04997	validation	0	0
AT3G05000	train	0	0
AT3G05010	test	0	0
AT3G05020	train	0	0
AT3G05030	train	1	1
AT3G05040	train	0	0
AT3G05050	train	0	0
AT3G05060	train	0	0
AT3G05070	train	0	0
AT3G05080	test	0	0
AT3G05090	train	0	0
AT3G05100	train	0	0
AT3G05110	train	0	0
AT3G05120	train	0	0
AT3G05130	train	0	0
AT3G05140	validation	0	0
AT3G05150	train	0	0
AT3G05155	validation	0	0
AT3G05160	train	0	0
AT3G05165	train	0	0
AT3G05170	train	0	0
AT3G05180	train	0	0
AT3G05190	train	0	0
AT3G05193	train	0	0
AT3G05200	train	0	0
AT3G05210	train	0	0
AT3G05220	train	0	0
AT3G05230	train	0	0
AT3G05240	train	0	0
AT3G05250	train	0	0
AT3G05260	train	0	0
AT3G05270	train	0	0
AT3G05280	test	0	0
AT3G05290	train	0	0
AT3G05300	train	0	0
AT3G05310	train	0	0
AT3G05320	train	0	0
AT3G05327	train	0	0
AT3G05330	train	0	0
AT3G05340	train	0	0
AT3G05345	train	0	0
AT3G05350	test	0	0
AT3G05360	train	0	0
AT3G05370	train	0	0
AT3G05380	train	0	0
AT3G05390	train	0	0
AT3G05400	train	1	0
AT3G05410	train	0	0
AT3G05420	train	0	0
AT3G05425	train	0	0
AT3G05430	train	0	0
AT3G05440	train	0	0
AT3G05450	train	0	0
AT3G05460	validation	0	0
AT3G05470	train	0	0
AT3G05480	train	0	0
AT3G05490	validation	0	0
AT3G05500	train	0	0
AT3G05510	train	0	0
AT3G05520	train	0	0
AT3G05530	train	0	0
AT3G05540	train	0	0
AT3G05545	train	0	0
AT3G05550	train	0	0
AT3G05560	train	0	0
AT3G05570	train	0	0
AT3G05580	train	0	0
AT3G05590	test	0	0
AT3G05600	train	0	0
AT3G05602	validation	0	0
AT3G05610	train	0	0
AT3G05620	train	0	0
AT3G05625	train	0	0
AT3G05630	train	0	0
AT3G05640	train	0	0
AT3G05650	test	0	0
AT3G05660	train	0	0
AT3G05670	train	0	0
AT3G05675	train	0	0
AT3G05680	train	0	0
AT3G05685	train	0	0
AT3G05690	train	0	0
AT3G05700	train	0	0
AT3G05710	train	0	0
AT3G05720	train	0	0
AT3G05725	train	0	0
AT3G05727	train	0	0
AT3G05730	train	0	0
AT3G05740	train	0	0
AT3G05741	train	0	0
AT3G05746	validation	0	0
AT3G05750	train	0	0
AT3G05760	train	1	0
AT3G05770	train	0	0
AT3G05780	train	0	0
AT3G05790	train	0	0
AT3G05800	train	0	0
AT3G05810	validation	0	0
AT3G05820	train	0	0
AT3G05830	train	0	0
AT3G05840	train	0	0
AT3G05858	train	0	0
AT3G05860	train	0	0
AT3G05870	train	0	0
AT3G05880	train	0	0
AT3G05890	train	0	0
AT3G05900	train	0	0
AT3G05910	train	0	0
AT3G05920	validation	0	0
AT3G05930	train	0	0
AT3G05935	validation	0	0
AT3G05936	train	0	0
AT3G05937	train	0	0
AT3G05940	train	0	0
AT3G05950	train	0	0
AT3G05960	train	0	0
AT3G05970	test	0	0
AT3G05975	train	0	0
AT3G05980	train	0	0
AT3G05990	test	0	0
AT3G06000	train	0	0
AT3G06010	train	0	0
AT3G06019	train	0	0
AT3G06020	validation	0	0
AT3G06030	train	0	0
AT3G06035	test	0	0
AT3G06040	train	0	0
AT3G06050	train	0	0
AT3G06060	not_in_db	0	0
AT3G06070	train	0	0
AT3G06080	train	1	0
AT3G06090	train	0	0
AT3G06100	test	0	0
AT3G06110	train	0	0
AT3G06120	train	0	0
AT3G06130	train	1	0
AT3G06140	train	0	0
AT3G06142	train	0	0
AT3G06145	train	0	0
AT3G06150	test	0	0
AT3G06160	train	0	0
AT3G06170	train	0	0
AT3G06180	train	0	0
AT3G06190	train	0	0
AT3G06200	train	0	0
AT3G06210	train	0	0
AT3G06220	train	0	0
AT3G06230	train	0	0
AT3G06240	train	0	0
AT3G06250	test	0	0
AT3G06260	train	0	0
AT3G06270	train	0	0
AT3G06280	test	0	0
AT3G06290	train	0	0
AT3G06300	train	0	0
AT3G06310	train	0	0
AT3G06320	train	0	0
AT3G06330	train	0	0
AT3G06340	train	0	0
AT3G06350	test	0	0
AT3G06360	train	0	0
AT3G06370	train	0	0
AT3G06380	train	0	0
AT3G06390	train	0	0
AT3G06400	train	1	0
AT3G06410	train	0	0
AT3G06420	train	0	0
AT3G06430	train	0	0
AT3G06435	test	0	0
AT3G06440	train	0	0
AT3G06450	train	0	0
AT3G06455	train	0	0
AT3G06460	validation	0	0
AT3G06470	test	0	0
AT3G06480	train	0	0
AT3G06483	train	0	0
AT3G06490	test	0	0
AT3G06500	train	0	0
AT3G06510	train	0	0
AT3G06520	test	0	0
AT3G06530	train	0	0
AT3G06540	train	0	0
AT3G06545	train	0	0
AT3G06550	train	1	0
AT3G06560	train	0	0
AT3G06570	train	0	0
AT3G06580	train	0	0
AT3G06590	train	0	0
AT3G06600	train	0	0
AT3G06610	test	0	0
AT3G06620	train	0	0
AT3G06630	train	0	0
AT3G06640	train	0	0
AT3G06650	train	0	0
AT3G06660	test	0	0
AT3G06670	train	1	0
AT3G06680	train	0	0
AT3G06690	train	0	0
AT3G06700	train	0	0
AT3G06710	train	0	0
AT3G06720	test	0	0
AT3G06730	train	0	0
AT3G06740	train	0	0
AT3G06750	train	0	0
AT3G06760	train	0	0
AT3G06770	train	1	1
AT3G06778	validation	0	0
AT3G06780	train	0	0
AT3G06790	train	0	0
AT3G06810	train	0	0
AT3G06820	train	0	0
AT3G06830	train	0	0
AT3G06840	train	0	0
AT3G06850	train	0	0
AT3G06860	validation	0	0
AT3G06868	train	0	0
AT3G06870	train	0	0
AT3G06880	train	0	0
AT3G06890	test	0	0
AT3G06895	train	0	0
AT3G06910	test	0	0
AT3G06920	train	0	0
AT3G06930	validation	0	0
AT3G06950	train	0	0
AT3G06960	train	0	0
AT3G06970	train	0	0
AT3G06980	train	0	0
AT3G06985	test	0	0
AT3G06990	test	0	0
AT3G07000	train	0	0
AT3G07005	train	0	0
AT3G07010	train	0	0
AT3G07020	train	1	0
AT3G07030	train	0	0
AT3G07040	test	0	0
AT3G07050	train	0	0
AT3G07060	train	0	0
AT3G07070	train	0	0
AT3G07080	train	0	0
AT3G07090	train	0	0
AT3G07100	test	0	0
AT3G07110	train	0	0
AT3G07120	test	0	0
AT3G07130	train	0	0
AT3G07140	train	0	0
AT3G07150	train	0	0
AT3G07160	test	0	0
AT3G07170	test	0	0
AT3G07180	train	1	0
AT3G07190	train	0	0
AT3G07195	validation	0	0
AT3G07200	train	0	0
AT3G07210	train	0	0
AT3G07220	train	0	0
AT3G07230	train	0	0
AT3G07250	train	0	0
AT3G07260	validation	0	0
AT3G07270	train	0	0
AT3G07273	train	0	0
AT3G07290	train	0	0
AT3G07300	train	0	0
AT3G07310	train	0	0
AT3G07320	train	0	0
AT3G07330	train	0	0
AT3G07340	train	0	0
AT3G07350	train	0	0
AT3G07360	train	1	1
AT3G07370	train	0	0
AT3G07380	train	0	0
AT3G07390	train	0	0
AT3G07400	train	0	0
AT3G07410	train	0	0
AT3G07420	train	0	0
AT3G07425	train	0	0
AT3G07430	train	0	0
AT3G07440	test	0	0
AT3G07450	test	0	0
AT3G07460	train	1	0
AT3G07470	train	0	0
AT3G07480	train	0	0
AT3G07490	train	0	0
AT3G07500	not_in_db	0	0
AT3G07510	train	0	0
AT3G07520	test	0	0
AT3G07522	train	0	0
AT3G07525	train	0	0
AT3G07530	train	0	0
AT3G07540	train	0	0
AT3G07550	train	0	0
AT3G07560	train	0	0
AT3G07565	train	0	0
AT3G07568	train	0	0
AT3G07570	train	0	0
AT3G07580	train	1	0
AT3G07590	train	0	0
AT3G07600	train	0	0
AT3G07610	train	0	0
AT3G07620	train	0	0
AT3G07630	train	0	0
AT3G07640	train	0	0
AT3G07650	train	0	0
AT3G07660	train	0	0
AT3G07670	train	0	0
AT3G07680	train	0	0
AT3G07690	train	0	0
AT3G07700	train	0	0
AT3G07710	train	0	0
AT3G07720	train	0	0
AT3G07730	train	0	0
AT3G07740	train	1	1
AT3G07750	train	0	0
AT3G07760	train	0	0
AT3G07770	train	0	0
AT3G07780	train	0	0
AT3G07790	test	0	0
AT3G07800	train	0	0
AT3G07810	train	0	0
AT3G07820	train	0	0
AT3G07830	train	0	0
AT3G07840	train	0	0
AT3G07850	train	0	0
AT3G07860	train	0	0
AT3G07870	validation	0	0
AT3G07880	train	0	0
AT3G07890	train	0	0
AT3G07900	train	0	0
AT3G07910	validation	0	0
AT3G07920	train	0	0
AT3G07930	train	1	1
AT3G07940	train	0	0
AT3G07950	train	0	0
AT3G07960	test	0	0
AT3G07970	train	0	0
AT3G07980	train	0	0
AT3G07990	train	0	0
AT3G08000	train	0	0
AT3G08010	train	0	0
AT3G08020	test	0	0
AT3G08030	train	0	0
AT3G08040	train	0	0
AT3G08490	train	0	0
AT3G08500	train	0	0
AT3G08505	train	0	0
AT3G08510	train	0	0
AT3G08520	test	0	0
AT3G08530	train	0	0
AT3G08550	train	0	0
AT3G08560	train	0	0
AT3G08570	train	0	0
AT3G08580	train	0	0
AT3G08590	train	0	0
AT3G08600	train	0	0
AT3G08610	train	0	0
AT3G08620	train	0	0
AT3G08630	train	0	0
AT3G08636	train	0	0
AT3G08640	validation	0	0
AT3G08650	train	1	0
AT3G08660	train	0	0
AT3G08670	test	0	0
AT3G08680	train	0	0
AT3G08690	train	0	0
AT3G08700	train	0	0
AT3G08710	train	0	0
AT3G08720	train	0	0
AT3G08730	train	0	0
AT3G08740	train	0	0
AT3G08750	train	0	0
AT3G08760	train	0	0
AT3G08762	test	0	0
AT3G08770	train	0	0
AT3G08780	test	0	0
AT3G08790	validation	0	0
AT3G08800	validation	0	0
AT3G08810	train	0	0
AT3G08820	train	0	0
AT3G08840	train	0	0
AT3G08850	train	0	0
AT3G08860	train	0	0
AT3G08870	train	0	0
AT3G08880	train	0	0
AT3G08890	train	0	0
AT3G08900	train	0	0
AT3G08910	test	0	0
AT3G08920	train	0	0
AT3G08930	test	0	0
AT3G08940	train	0	0
AT3G08943	not_in_db	0	0
AT3G08947	not_in_db	0	0
AT3G08950	train	0	0
AT3G08960	train	0	0
AT3G08970	train	0	0
AT3G08980	train	0	0
AT3G08990	train	0	0
AT3G09000	validation	0	0
AT3G09010	train	0	0
AT3G09020	train	0	0
AT3G09030	train	0	0
AT3G09032	train	0	0
AT3G09035	train	0	0
AT3G09040	train	0	0
AT3G09050	validation	0	0
AT3G09060	train	0	0
AT3G09070	train	0	0
AT3G09080	test	0	0
AT3G09085	train	0	0
AT3G09090	train	0	0
AT3G09100	train	0	0
AT3G09110	validation	0	0
AT3G09120	validation	0	0
AT3G09130	validation	0	0
AT3G09140	train	0	0
AT3G09150	train	1	0
AT3G09160	train	0	0
AT3G09162	train	0	0
AT3G09180	test	0	0
AT3G09190	train	0	0
AT3G09200	train	0	0
AT3G09210	train	0	0
AT3G09220	train	0	0
AT3G09230	validation	0	0
AT3G09240	test	0	0
AT3G09250	train	0	0
AT3G09260	test	0	0
AT3G09270	train	0	0
AT3G09280	train	0	0
AT3G09290	train	0	0
AT3G09300	train	0	0
AT3G09310	test	0	0
AT3G09320	train	0	0
AT3G09330	train	0	0
AT3G09340	train	0	0
AT3G09350	train	0	0
AT3G09360	train	0	0
AT3G09370	train	0	0
AT3G09380	train	0	0
AT3G09390	test	0	0
AT3G09400	train	0	0
AT3G09405	train	0	0
AT3G09410	train	0	0
AT3G09430	train	0	0
AT3G09440	train	0	0
AT3G09450	train	0	0
AT3G09470	train	0	0
AT3G09480	train	0	0
AT3G09490	test	0	0
AT3G09500	train	0	0
AT3G09510	train	0	0
AT3G09520	train	0	0
AT3G09530	test	0	0
AT3G09540	train	0	0
AT3G09550	train	0	0
AT3G09560	train	0	0
AT3G09570	validation	0	0
AT3G09580	train	0	0
AT3G09590	train	0	0
AT3G09600	train	1	0
AT3G09620	test	0	0
AT3G09630	train	0	0
AT3G09640	train	0	0
AT3G09650	validation	0	0
AT3G09660	test	0	0
AT3G09670	train	0	0
AT3G09680	train	0	0
AT3G09690	train	0	0
AT3G09700	train	0	0
AT3G09710	train	0	0
AT3G09720	train	0	0
AT3G09730	train	1	0
AT3G09735	validation	0	0
AT3G09740	train	0	0
AT3G09750	train	0	0
AT3G09760	test	0	0
AT3G09770	train	0	0
AT3G09780	validation	0	0
AT3G09790	train	0	0
AT3G09800	test	0	0
AT3G09810	train	0	0
AT3G09820	train	0	0
AT3G09830	validation	0	0
AT3G09840	train	0	0
AT3G09850	train	0	0
AT3G09860	test	0	0
AT3G09863	train	0	0
AT3G09870	test	0	0
AT3G09880	validation	0	0
AT3G09890	train	0	0
AT3G09900	train	0	0
AT3G09910	train	0	0
AT3G09920	train	0	0
AT3G09922	not_in_db	0	0
AT3G09925	train	0	0
AT3G09930	train	0	0
AT3G09940	train	0	0
AT3G09950	train	0	0
AT3G09960	train	0	0
AT3G09970	train	0	0
AT3G09975	train	0	0
AT3G09980	test	0	0
AT3G09990	validation	0	0
AT3G10000	test	0	0
AT3G10010	train	0	0
AT3G10020	train	0	0
AT3G10030	train	0	0
AT3G10040	train	0	0
AT3G10050	test	0	0
AT3G10060	train	0	0
AT3G10070	train	0	0
AT3G10080	test	0	0
AT3G10090	validation	0	0
AT3G10110	train	0	0
AT3G10113	train	0	0
AT3G10116	train	0	0
AT3G10120	train	0	0
AT3G10130	train	0	0
AT3G10140	train	0	0
AT3G10150	train	0	0
AT3G10160	train	0	0
AT3G10180	train	0	0
AT3G10185	train	0	0
AT3G10190	train	0	0
AT3G10195	train	0	0
AT3G10200	train	0	0
AT3G10210	train	0	0
AT3G10220	train	0	0
AT3G10230	train	0	0
AT3G10240	test	0	0
AT3G10250	validation	0	0
AT3G10260	train	0	0
AT3G10270	test	0	0
AT3G10280	train	0	0
AT3G10290	train	0	0
AT3G10300	train	0	0
AT3G10310	test	0	0
AT3G10320	train	0	0
AT3G10330	train	0	0
AT3G10340	train	0	0
AT3G10350	train	0	0
AT3G10360	train	0	0
AT3G10370	train	0	0
AT3G10380	train	0	0
AT3G10390	test	0	0
AT3G10400	validation	0	0
AT3G10405	test	0	0
AT3G10410	train	0	0
AT3G10420	train	1	0
AT3G10430	train	0	0
AT3G10439	validation	0	0
AT3G10440	train	0	0
AT3G10450	train	0	0
AT3G10460	train	0	0
AT3G10470	test	0	0
AT3G10480	train	1	0
AT3G10490	train	0	0
AT3G10500	test	0	0
AT3G10510	validation	0	0
AT3G10520	train	0	0
AT3G10525	train	0	0
AT3G10526	train	0	0
AT3G10530	test	0	0
AT3G10540	validation	0	0
AT3G10550	train	0	0
AT3G10560	train	0	0
AT3G10570	validation	0	0
AT3G10572	train	0	0
AT3G10580	test	1	0
AT3G10585	test	0	0
AT3G10590	train	0	0
AT3G10595	validation	0	0
AT3G10600	train	0	0
AT3G10610	train	0	0
AT3G10620	train	0	0
AT3G10630	train	0	0
AT3G10640	train	1	0
AT3G10650	train	0	0
AT3G10660	train	0	0
AT3G10670	train	0	0
AT3G10680	train	0	0
AT3G10690	train	0	0
AT3G10700	train	0	0
AT3G10710	train	0	0
AT3G10720	train	0	0
AT3G10730	test	0	0
AT3G10740	train	0	0
AT3G10750	test	0	0
AT3G10760	train	0	0
AT3G10770	train	0	0
AT3G10780	train	0	0
AT3G10790	train	0	0
AT3G10800	train	0	0
AT3G10810	train	0	0
AT3G10815	train	0	0
AT3G10820	train	0	0
AT3G10840	train	0	0
AT3G10845	train	0	0
AT3G10850	train	0	0
AT3G10860	train	0	0
AT3G10870	test	0	0
AT3G10880	train	0	0
AT3G10890	train	0	0
AT3G10900	train	0	0
AT3G10910	test	0	0
AT3G10912	train	0	0
AT3G10915	train	0	0
AT3G10920	train	0	0
AT3G10930	validation	0	0
AT3G10940	train	0	0
AT3G10950	train	0	0
AT3G10960	train	0	0
AT3G10970	train	0	0
AT3G10974	train	0	0
AT3G10980	train	0	0
AT3G10985	train	0	0
AT3G10986	train	0	0
AT3G10990	train	0	0
AT3G11000	train	0	0
AT3G11010	train	0	0
AT3G11020	test	0	0
AT3G11030	test	0	0
AT3G11040	test	0	0
AT3G11050	train	0	0
AT3G11060	test	0	0
AT3G11070	train	0	0
AT3G11080	train	0	0
AT3G11090	test	0	0
AT3G11100	test	0	0
AT3G11110	train	0	0
AT3G11120	train	0	0
AT3G11130	train	0	0
AT3G11150	train	0	0
AT3G11160	train	0	0
AT3G11165	train	0	0
AT3G11170	train	0	0
AT3G11180	train	1	0
AT3G11200	train	0	0
AT3G11210	train	0	0
AT3G11220	train	0	0
AT3G11230	train	0	0
AT3G11240	train	0	0
AT3G11250	train	0	0
AT3G11260	test	0	0
AT3G11270	train	1	0
AT3G11280	train	0	0
AT3G11290	validation	0	0
AT3G11300	train	0	0
AT3G11310	train	0	0
AT3G11320	train	0	0
AT3G11325	test	0	0
AT3G11330	train	0	0
AT3G11340	train	0	0
AT3G11350	train	0	0
AT3G11370	train	0	0
AT3G11380	validation	0	0
AT3G11385	test	0	0
AT3G11390	train	0	0
AT3G11397	train	0	0
AT3G11400	train	0	0
AT3G11402	train	0	0
AT3G11405	train	0	0
AT3G11410	test	0	0
AT3G11420	train	0	0
AT3G11430	train	0	0
AT3G11440	train	0	0
AT3G11450	train	0	0
AT3G11460	test	0	0
AT3G11470	train	0	0
AT3G11480	train	0	0
AT3G11490	test	0	0
AT3G11500	train	0	0
AT3G11510	train	0	0
AT3G11520	train	0	0
AT3G11530	train	1	0
AT3G11540	train	0	0
AT3G11550	train	0	0
AT3G11560	train	0	0
AT3G11570	train	0	0
AT3G11580	train	0	0
AT3G11590	train	0	0
AT3G11591	test	0	0
AT3G11600	train	0	0
AT3G11620	train	0	0
AT3G11630	train	0	0
AT3G11640	test	0	0
AT3G11650	train	0	0
AT3G11660	train	0	0
AT3G11670	train	0	0
AT3G11680	train	0	0
AT3G11690	validation	0	0
AT3G11700	train	0	0
AT3G11710	train	0	0
AT3G11720	train	0	0
AT3G11730	train	0	0
AT3G11740	train	0	0
AT3G11745	train	0	0
AT3G11750	train	0	0
AT3G11760	train	0	0
AT3G11770	train	0	0
AT3G11773	train	0	0
AT3G11780	train	1	0
AT3G11800	train	0	0
AT3G11810	train	0	0
AT3G11820	train	1	1
AT3G11825	test	0	0
AT3G11830	train	0	0
AT3G11840	validation	0	0
AT3G11850	train	0	0
AT3G11860	train	0	0
AT3G11870	train	0	0
AT3G11880	validation	0	0
AT3G11890	train	0	0
AT3G11900	train	0	0
AT3G11910	train	0	0
AT3G11920	train	0	0
AT3G11930	train	0	0
AT3G11940	validation	0	0
AT3G11945	train	0	0
AT3G11950	validation	0	0
AT3G11960	train	0	0
AT3G11964	train	0	0
AT3G11980	test	0	0
AT3G11990	train	0	0
AT3G12000	train	0	0
AT3G12010	train	0	0
AT3G12012	train	0	0
AT3G12020	train	0	0
AT3G12030	train	0	0
AT3G12040	train	0	0
AT3G12050	train	0	0
AT3G12060	train	0	0
AT3G12070	train	0	0
AT3G12080	train	0	0
AT3G12090	test	0	0
AT3G12100	train	0	0
AT3G12110	train	0	0
AT3G12120	train	0	0
AT3G12130	test	0	0
AT3G12140	train	0	0
AT3G12145	test	0	0
AT3G12150	train	0	0
AT3G12160	train	0	0
AT3G12170	train	0	0
AT3G12180	train	0	0
AT3G12190	validation	0	0
AT3G12200	train	0	0
AT3G12203	train	0	0
AT3G12210	train	0	0
AT3G12220	test	0	0
AT3G12230	test	0	0
AT3G12240	validation	0	0
AT3G12250	train	0	0
AT3G12260	test	0	0
AT3G12270	test	0	0
AT3G12280	train	0	0
AT3G12290	test	0	0
AT3G12300	train	0	0
AT3G12320	train	0	0
AT3G12340	train	0	0
AT3G12345	validation	0	0
AT3G12350	train	0	0
AT3G12360	train	0	0
AT3G12370	train	0	0
AT3G12380	train	1	1
AT3G12390	train	0	0
AT3G12400	train	0	0
AT3G12410	train	0	0
AT3G12420	train	0	0
AT3G12430	validation	0	0
AT3G12440	train	0	0
AT3G12460	train	0	0
AT3G12470	train	0	0
AT3G12480	train	0	0
AT3G12490	train	0	0
AT3G12500	train	0	0
AT3G12510	train	0	0
AT3G12520	train	1	0
AT3G12530	train	0	0
AT3G12540	train	0	0
AT3G12545	train	0	0
AT3G12550	train	1	0
AT3G12560	train	0	0
AT3G12570	train	0	0
AT3G12580	train	0	0
AT3G12587	validation	0	0
AT3G12590	train	0	0
AT3G12600	train	0	0
AT3G12610	validation	0	0
AT3G12620	train	0	0
AT3G12630	train	0	0
AT3G12640	train	0	0
AT3G12650	test	0	0
AT3G12660	train	0	0
AT3G12670	train	0	0
AT3G12680	validation	0	0
AT3G12685	train	0	0
AT3G12690	train	0	0
AT3G12700	train	1	0
AT3G12710	test	0	0
AT3G12720	train	0	0
AT3G12730	train	0	0
AT3G12740	train	0	0
AT3G12750	train	0	0
AT3G12760	train	0	0
AT3G12770	test	0	0
AT3G12775	train	0	0
AT3G12780	train	0	0
AT3G12800	train	0	0
AT3G12810	train	0	0
AT3G12820	train	0	0
AT3G12830	test	0	0
AT3G12835	test	0	0
AT3G12840	train	0	0
AT3G12850	train	0	0
AT3G12860	train	0	0
AT3G12870	train	0	0
AT3G12880	train	0	0
AT3G12890	train	0	0
AT3G12900	test	0	0
AT3G12910	validation	0	0
AT3G12915	not_in_db	0	0
AT3G12920	train	0	0
AT3G12930	train	0	0
AT3G12940	not_in_db	0	0
AT3G12950	validation	0	0
AT3G12955	train	0	0
AT3G12960	train	0	0
AT3G12970	train	0	0
AT3G12977	train	0	0
AT3G12980	train	0	0
AT3G12990	train	0	0
AT3G13000	train	0	0
AT3G13010	validation	0	0
AT3G13020	train	0	0
AT3G13030	train	0	0
AT3G13040	validation	0	0
AT3G13050	train	0	0
AT3G13060	train	0	0
AT3G13062	train	1	0
AT3G13065	train	0	0
AT3G13070	train	0	0
AT3G13080	train	0	0
AT3G13090	train	0	0
AT3G13100	train	0	0
AT3G13110	test	0	0
AT3G13120	train	0	0
AT3G13130	train	0	0
AT3G13140	train	0	0
AT3G13150	train	0	0
AT3G13160	train	0	0
AT3G13170	train	0	0
AT3G13175	test	0	0
AT3G13180	train	0	0
AT3G13190	train	0	0
AT3G13200	train	0	0
AT3G13210	train	0	0
AT3G13220	validation	0	0
AT3G13222	test	0	0
AT3G13224	train	1	0
AT3G13225	train	0	0
AT3G13226	train	0	0
AT3G13227	train	0	0
AT3G13228	train	0	0
AT3G13229	train	0	0
AT3G13230	train	0	0
AT3G13235	train	0	0
AT3G13240	train	0	0
AT3G13275	train	0	0
AT3G13280	train	0	0
AT3G13290	test	0	0
AT3G13300	train	0	0
AT3G13310	train	0	0
AT3G13320	train	0	0
AT3G13330	train	0	0
AT3G13340	train	0	0
AT3G13350	train	0	0
AT3G13360	train	0	0
AT3G13370	train	0	0
AT3G13380	train	0	0
AT3G13390	train	0	0
AT3G13400	train	0	0
AT3G13403	test	0	0
AT3G13404	train	0	0
AT3G13410	train	0	0
AT3G13420	validation	0	0
AT3G13430	train	1	0
AT3G13432	train	0	0
AT3G13433	train	0	0
AT3G13435	validation	0	0
AT3G13437	train	0	0
AT3G13440	train	0	0
AT3G13445	not_in_db	0	0
AT3G13450	train	0	0
AT3G13460	train	0	0
AT3G13470	train	0	0
AT3G13480	test	0	0
AT3G13490	train	0	0
AT3G13500	test	0	0
AT3G13510	train	0	0
AT3G13520	train	0	0
AT3G13530	test	0	0
AT3G13540	train	0	0
AT3G13550	train	0	0
AT3G13560	train	0	0
AT3G13570	test	0	0
AT3G13580	train	0	0
AT3G13590	train	0	0
AT3G13594	train	0	0
AT3G13600	validation	0	0
AT3G13610	train	0	0
AT3G13620	train	0	0
AT3G13630	train	0	0
AT3G13640	test	0	0
AT3G13650	train	0	0
AT3G13660	test	0	0
AT3G13662	train	0	0
AT3G13670	train	0	0
AT3G13672	train	0	0
AT3G13674	train	0	0
AT3G13677	train	1	0
AT3G13680	train	0	0
